record_id,year,exam,round,category,home_region,university_quota,stream,branch,college_code,college_name,college_type,city,district,state,naac_grade,naac_score,nirf_rank,fees_per_year,total_seats,category_seats,student_percentile,student_rank,aptitude_score,aptitude_stream_suitability,closing_percentile,closing_rank,previous_year_closing_percentile,previous_year_closing_rank,cutoff_trend_3yr,admission_probability
751,2023,MHT CET,CAP Round 2,VJNT,Pune University,Home University,Engineering,Computer Engineering,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.33,320,132000,720,4,94.3,14315,76,Technology,88.4,29119,87.3,32005,Increasing: 87.30->88.40->89.20,High
752,2022,JEE,CAP Round 3,ST,Mumbai University,Other University,Engineering,Mechanical Engineering,03101,"Veermata Jijabai Technological Institute (VJTI), Mumbai",Govt,Mumbai,Mumbai,Maharashtra,A++,3.77,84,95000,720,11,82.66,209162,69,Mechanical,86.9,158717,86.1,168201,Increasing: 86.90->88.00->88.80,Low
753,2024,JEE,CAP Round 3,OPEN,Pune University,All India,Engineering,Cyber Security,06276,"Army Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.29,180,185000,480,29,99.95,1009,75,Technology,99.95,1464,99.95,1945,Increasing: 98.90->99.95->99.95,Medium
754,2024,MHT CET,CAP Round 2,VJNT,Mumbai University,All India,Engineering,Electrical Engineering,03185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.37,285,150000,720,6,95.31,11939,86,Technology,90.0,25104,89.2,27592,Increasing: 88.10->89.20->90.00,High
755,2022,JEE,CAP Round 2,OPEN,Mumbai University,Home University,Engineering,Information Technology,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.31,340,155000,720,37,87.21,154624,87,Technology,92.9,86208,92.1,95385,Increasing: 92.90->94.00->94.80,Low
756,2024,JEE,CAP Round 3,SC,Mumbai University,Home University,Engineering,Mechanical Engineering,03183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.05,450,130000,540,11,77.8,266675,77,Mechanical,75.3,296849,74.5,307165,Increasing: 73.40->74.50->75.30,High
757,2023,MHT CET,CAP Round 3,OPEN,Pune University,Home University,Engineering,Artificial Intelligence and Data Science,06290,"NBN Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.61,630,91000,420,26,76.34,59575,83,Technology,73.9,65590,72.8,68514,Increasing: 72.80->73.90->74.70,Medium
758,2023,MHT CET,CAP Round 1,EWS,Pune University,Home University,Engineering,Civil Engineering,06279,"Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Private,Pune,Pune,Maharashtra,A,3.2,260,140000,780,6,89.45,26793,53,Civil,88.7,28622,87.6,31500,Increasing: 87.60->88.70->89.50,Medium
759,2024,JEE,CAP Round 1,ST,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06288,"Genba Sopanrao Moze College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B,2.48,700,95000,360,9,72.85,326939,92,Technology,66.6,400958,65.8,410610,Increasing: 64.70->65.80->66.60,High
760,2024,JEE,CAP Round 3,OBC,Pune University,All India,Engineering,Robotics and Automation,06273,"Vishwakarma Institute of Technology, Bibwewadi, Pune",Private,Pune,Pune,Maharashtra,A++,3.62,151,200000,900,23,99.16,11324,83,Technology,97.6,29206,96.8,39079,Increasing: 95.70->96.80->97.60,Medium
761,2022,MHT CET,CAP Round 1,SC,Pune University,Other University,Engineering,Chemical Engineering,06206,"Pune District Education Association's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.81,560,95000,420,5,64.19,89831,64,Science,69.2,77261,68.4,79132,Increasing: 69.20->70.30->71.10,Low
762,2023,JEE,CAP Round 2,OPEN,Pune University,All India,Engineering,Robotics and Automation,06290,"NBN Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.64,630,96000,420,22,75.21,298370,63,Technology,75.7,291666,74.6,305856,Increasing: 74.60->75.70->76.50,Medium
763,2022,MHT CET,CAP Round 2,OBC,Mumbai University,Other University,Engineering,Computer Engineering,03116,"St. Francis Institute of Technology, Borivali, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.14,360,150000,660,24,81.46,46862,75,Technology,89.5,26659,88.7,28761,Increasing: 89.50->90.60->91.40,Low
764,2022,MHT CET,CAP Round 1,VJNT,Pune University,Other University,Engineering,Cyber Security,06732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Private,Pune,Pune,Maharashtra,B++,2.88,540,125000,600,9,78.3,54356,80,Technology,77.0,57825,76.2,59626,Increasing: 77.00->78.10->78.90,Medium
765,2024,JEE,CAP Round 2,OBC,Pune University,Home University,Engineering,Chemical Engineering,06275,"Maharashtra Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.22,230,190000,720,26,93.41,79552,62,Science,90.9,110413,90.1,120193,Increasing: 89.00->90.10->90.90,High
766,2023,JEE,CAP Round 2,OBC,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06283,"Indira College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B++,2.87,520,105000,540,11,82.37,212174,74,Technology,81.3,224831,80.2,239033,Increasing: 80.20->81.30->82.10,Medium
767,2023,JEE,CAP Round 3,EWS,Pune University,All India,Engineering,Information Technology,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.72,600,103000,480,4,72.52,330269,67,Technology,77.0,277698,75.9,289935,Increasing: 75.90->77.00->77.80,Low
768,2023,MHT CET,CAP Round 2,ST,Mumbai University,Other University,Engineering,Robotics and Automation,03114,"Don Bosco Institute of Technology, Kurla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.9,500,138000,480,4,71.88,70580,77,Technology,73.6,66056,72.5,69250,Increasing: 72.50->73.60->74.40,Medium
769,2022,MHT CET,CAP Round 1,ST,Pune University,Home University,Engineering,Information Technology,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.34,320,132000,720,7,88.79,28319,85,Technology,83.6,41314,82.8,43489,Increasing: 83.60->84.70->85.50,High
770,2024,JEE,CAP Round 1,OBC,Pune University,Home University,Engineering,Chemical Engineering,06155,"G.H. Raisoni College of Engineering and Management, Wagholi, Pune",Private,Pune,Pune,Maharashtra,A,2.99,510,122000,660,14,70.6,354581,69,Science,78.9,254675,78.1,264250,Increasing: 77.00->78.10->78.90,Low
771,2023,MHT CET,CAP Round 1,SC,Pune University,Home University,Engineering,Mechanical Engineering,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.53,101,125000,660,4,92.05,20152,63,Mechanical,90.2,24991,89.1,27407,Increasing: 89.10->90.20->91.00,Medium
772,2022,JEE,CAP Round 2,ST,Mumbai University,Home University,Engineering,Mechanical Engineering,03113,"Rajiv Gandhi Institute of Technology, Andheri, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.92,485,120000,540,5,70.7,352539,76,Mechanical,70.1,358900,69.3,369016,Increasing: 70.10->71.20->72.00,Medium
773,2023,MHT CET,CAP Round 1,SC,Pune University,All India,Engineering,Cyber Security,06280,"Sinhgad College of Engineering, Vadgaon, Pune",Private,Pune,Pune,Maharashtra,A,3.08,350,120000,900,17,90.46,24204,59,Technology,87.2,32209,86.1,35245,Increasing: 86.10->87.20->88.00,High
774,2022,JEE,CAP Round 2,SC,Pune University,Home University,Engineering,Electronics and Telecommunication Engineering,06292,"Zeal College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B++,2.8,570,100000,540,4,70.95,350381,81,Technology,69.1,370883,68.3,380547,Increasing: 69.10->70.20->71.00,Medium
775,2022,MHT CET,CAP Round 3,SC,Mumbai University,All India,Engineering,Computer Engineering,03119,"MGM College of Engineering and Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.74,525,130000,480,11,66.82,83139,69,Technology,74.9,63105,74.1,65072,Increasing: 74.90->76.00->76.80,Low
776,2024,JEE,CAP Round 3,ST,Mumbai University,Home University,Engineering,Cyber Security,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.32,340,160000,720,4,87.5,150367,73,Technology,83.3,200622,82.5,210483,Increasing: 81.40->82.50->83.30,High
777,2023,MHT CET,CAP Round 2,VJNT,Mumbai University,Other University,Engineering,Mechanical Engineering,03101,"Veermata Jijabai Technological Institute (VJTI), Mumbai",Govt,Mumbai,Mumbai,Maharashtra,A++,3.76,84,80000,720,4,85.71,36235,82,Mechanical,93.2,17459,92.1,20305,Increasing: 92.10->93.20->94.00,Low
778,2024,JEE,CAP Round 1,OPEN,Pune University,Other University,Engineering,Electronics and Telecommunication Engineering,06290,"NBN Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.63,630,106000,420,19,73.17,322502,81,Technology,77.7,268616,76.9,278156,Increasing: 75.80->76.90->77.70,Low
779,2024,JEE,CAP Round 2,OBC,Pune University,Home University,Engineering,Electrical Engineering,06280,"Sinhgad College of Engineering, Vadgaon, Pune",Private,Pune,Pune,Maharashtra,A,3.11,350,125000,900,27,84.58,186543,71,Technology,86.7,161087,85.9,170025,Increasing: 84.80->85.90->86.70,Medium
780,2022,JEE,CAP Round 2,VJNT,Pune University,Other University,Engineering,Civil Engineering,06732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Private,Pune,Pune,Maharashtra,B++,2.88,540,120000,600,5,64.76,424463,80,Civil,70.1,359896,69.3,369879,Increasing: 70.10->71.20->72.00,Low
781,2023,MHT CET,CAP Round 1,OPEN,Mumbai University,Home University,Engineering,Chemical Engineering,03102,"Sardar Patel Institute of Technology, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.58,125,180000,600,29,90.97,22680,65,Science,98.4,4495,97.3,7138,Increasing: 97.30->98.40->99.20,Low
782,2022,JEE,CAP Round 2,ST,Mumbai University,Home University,Engineering,Chemical Engineering,03116,"St. Francis Institute of Technology, Borivali, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.18,360,140000,660,6,69.05,371687,70,Science,77.0,276562,76.2,285916,Increasing: 77.00->78.10->78.90,Low
783,2024,JEE,CAP Round 3,EWS,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06275,"Maharashtra Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.25,230,180000,720,9,89.49,126605,60,Technology,97.1,36312,96.3,45595,Increasing: 95.20->96.30->97.10,Low
784,2022,JEE,CAP Round 2,VJNT,Pune University,Home University,Engineering,Electronics and Telecommunication Engineering,06139,"Progressive Education Society's Modern College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A,3.06,390,123000,660,4,75.41,295221,69,Technology,82.1,214902,81.3,225740,Increasing: 82.10->83.20->84.00,Low
785,2022,JEE,CAP Round 2,VJNT,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.23,310,175000,840,9,95.38,55665,75,Technology,89.7,124680,88.9,133703,Increasing: 89.70->90.80->91.60,High
786,2023,JEE,CAP Round 2,OBC,Pune University,All India,Engineering,Civil Engineering,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.37,320,132000,720,21,79.6,246014,68,Civil,86.3,166109,85.2,179213,Increasing: 85.20->86.30->87.10,Low
787,2023,MHT CET,CAP Round 2,SC,Pune University,All India,Engineering,Electronics and Telecommunication Engineering,06325,"Alard College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B+,2.67,620,100000,420,7,60.76,98189,82,Technology,68.0,80141,66.9,83319,Increasing: 66.90->68.00->68.80,Low
788,2022,JEE,CAP Round 3,ST,Pune University,Home University,Engineering,Information Technology,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.39,250,140000,720,4,83.04,203883,51,Technology,83.9,194054,83.1,204154,Increasing: 83.90->85.00->85.80,Medium
789,2024,MHT CET,CAP Round 3,OPEN,Mumbai University,Other University,Engineering,Mechanical Engineering,03185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.36,285,155000,720,29,95.69,10934,67,Mechanical,91.5,21653,90.7,23595,Increasing: 89.60->90.70->91.50,High
790,2023,MHT CET,CAP Round 1,OPEN,Pune University,All India,Engineering,Artificial Intelligence and Data Science,06288,"Genba Sopanrao Moze College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B,2.47,700,90000,360,19,70.39,74299,84,Technology,75.4,61956,74.3,64355,Increasing: 74.30->75.40->76.20,Low
791,2024,MHT CET,CAP Round 3,EWS,Pune University,Other University,Engineering,Cyber Security,06291,"RMD Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.77,590,97000,480,10,70.98,72726,85,Technology,76.4,59252,75.6,61107,Increasing: 74.50->75.60->76.40,Low
792,2023,MHT CET,CAP Round 2,OPEN,Mumbai University,Other University,Engineering,Cyber Security,03114,"Don Bosco Institute of Technology, Kurla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.85,500,133000,480,20,84.8,38323,63,Technology,85.1,37661,84.0,40031,Increasing: 84.00->85.10->85.90,Medium
793,2022,MHT CET,CAP Round 3,OPEN,Mumbai University,Other University,Engineering,Cyber Security,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.69,545,123000,360,24,82.93,43163,99,Technology,79.8,50640,79.0,52557,Increasing: 79.80->80.90->81.70,High
794,2024,JEE,CAP Round 1,OPEN,Pune University,Other University,Engineering,Electrical Engineering,06289,"TSSM's Bhivarabai Sawant College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B+,2.68,610,103000,480,19,75.42,295597,53,Technology,77.9,266433,77.1,275993,Increasing: 76.00->77.10->77.90,Medium
795,2024,MHT CET,CAP Round 3,OPEN,Mumbai University,Home University,Engineering,Artificial Intelligence and Data Science,03184,"Fr. Conceicao Rodrigues College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.22,270,160000,600,33,92.09,20141,70,Technology,96.4,9425,95.6,11086,Increasing: 94.50->95.60->96.40,Low
796,2024,JEE,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Cyber Security,03182,"Thadomal Shahani Engineering College, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.29,225,180000,660,23,99.95,1312,87,Technology,96.5,42452,95.7,53378,Increasing: 94.60->95.70->96.50,High
797,2024,MHT CET,CAP Round 1,OPEN,Mumbai University,Other University,Engineering,Mechanical Engineering,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.0,435,128000,600,30,89.97,25445,72,Mechanical,86.7,33551,85.9,35498,Increasing: 84.80->85.90->86.70,High
798,2022,MHT CET,CAP Round 2,OBC,Pune University,Home University,Engineering,Civil Engineering,06290,"NBN Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.63,630,101000,420,15,61.28,96925,69,Civil,64.4,89189,63.6,91587,Increasing: 64.40->65.50->66.30,Low
799,2022,MHT CET,CAP Round 1,SC,Mumbai University,All India,Engineering,Mechanical Engineering,03101,"Veermata Jijabai Technological Institute (VJTI), Mumbai",Govt,Mumbai,Mumbai,Maharashtra,A++,3.72,84,85000,720,4,92.74,18368,78,Mechanical,92.2,19726,91.4,21700,Increasing: 92.20->93.30->94.10,Medium
800,2022,JEE,CAP Round 2,VJNT,Pune University,All India,Engineering,Computer Engineering,06155,"G.H. Raisoni College of Engineering and Management, Wagholi, Pune",Private,Pune,Pune,Maharashtra,A,3.02,510,107000,660,7,71.76,340230,73,Technology,80.1,239048,79.3,249776,Increasing: 80.10->81.20->82.00,Low
801,2023,JEE,CAP Round 2,VJNT,Pune University,Home University,Engineering,Robotics and Automation,06325,"Alard College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B+,2.66,620,100000,420,5,74.95,301859,82,Technology,69.9,361323,68.8,374462,Increasing: 68.80->69.90->70.70,High
802,2024,MHT CET,CAP Round 2,OBC,Pune University,Home University,Engineering,Computer Engineering,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.35,320,127000,720,23,88.08,30292,78,Technology,91.2,22067,90.4,24221,Increasing: 89.30->90.40->91.20,Low
803,2022,JEE,CAP Round 3,ST,Mumbai University,Home University,Engineering,Electrical Engineering,03122,"Datta Meghe College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.07,400,131000,600,6,66.39,404692,73,Technology,74.6,304933,73.8,315248,Increasing: 74.60->75.70->76.50,Low
804,2022,JEE,CAP Round 3,VJNT,Pune University,All India,Engineering,Robotics and Automation,06155,"G.H. Raisoni College of Engineering and Management, Wagholi, Pune",Private,Pune,Pune,Maharashtra,A,3.02,510,107000,660,4,68.94,373201,88,Technology,76.4,284800,75.6,293785,Increasing: 76.40->77.50->78.30,Low
805,2024,MHT CET,CAP Round 1,ST,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06290,"NBN Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.62,630,96000,420,4,74.6,63711,78,Technology,69.1,77292,68.3,79446,Increasing: 67.20->68.30->69.10,High
806,2024,MHT CET,CAP Round 1,ST,Pune University,Home University,Engineering,Computer Engineering,06291,"RMD Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.81,590,112000,480,7,66.56,83899,87,Technology,71.2,72160,70.4,74186,Increasing: 69.30->70.40->71.20,Low
807,2022,MHT CET,CAP Round 2,OBC,Mumbai University,Other University,Engineering,Information Technology,03185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.35,285,155000,720,17,90.55,23950,76,Technology,92.8,18454,92.0,20085,Increasing: 92.80->93.90->94.70,Medium
808,2024,JEE,CAP Round 1,OBC,Pune University,Other University,Engineering,Electrical Engineering,06155,"G.H. Raisoni College of Engineering and Management, Wagholi, Pune",Private,Pune,Pune,Maharashtra,A,2.97,510,122000,660,17,84.17,191280,79,Technology,81.4,224958,80.6,233497,Increasing: 79.50->80.60->81.40,High
809,2023,JEE,CAP Round 1,VJNT,Pune University,All India,Engineering,Computer Engineering,06139,"Progressive Education Society's Modern College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A,3.05,390,123000,660,5,85.82,170442,76,Technology,89.7,123909,88.6,137751,Increasing: 88.60->89.70->90.50,Low
810,2023,MHT CET,CAP Round 1,OBC,Pune University,Home University,Engineering,Electronics and Telecommunication Engineering,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.43,250,150000,720,16,86.68,33354,83,Technology,92.2,19959,91.1,22353,Increasing: 91.10->92.20->93.00,Low
811,2022,JEE,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Electrical Engineering,03125,"M.H. Saboo Siddik College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,2.97,475,122000,420,13,76.21,286455,86,Technology,79.3,249390,78.5,258912,Increasing: 79.30->80.40->81.20,Low
812,2022,MHT CET,CAP Round 3,VJNT,Mumbai University,Home University,Engineering,Artificial Intelligence and Data Science,03125,"M.H. Saboo Siddik College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,2.98,475,132000,420,4,71.09,72402,73,Technology,78.8,53089,78.0,55124,Increasing: 78.80->79.90->80.70,Low
813,2023,MHT CET,CAP Round 1,OPEN,Mumbai University,All India,Engineering,Computer Engineering,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.7,545,128000,360,13,81.56,46228,71,Technology,85.7,36060,84.6,39046,Increasing: 84.60->85.70->86.50,Low
814,2024,MHT CET,CAP Round 1,VJNT,Mumbai University,Other University,Engineering,Mechanical Engineering,03119,"MGM College of Engineering and Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.75,525,125000,480,6,73.91,65313,70,Mechanical,76.2,59956,75.4,62029,Increasing: 74.30->75.40->76.20,Medium
815,2022,MHT CET,CAP Round 1,OPEN,Pune University,Home University,Engineering,Information Technology,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.56,101,125000,660,26,99.95,641,65,Technology,99.95,544,99.95,384,Stable: 99.95->99.95->99.95,Medium
816,2024,MHT CET,CAP Round 3,OPEN,Mumbai University,Other University,Engineering,Civil Engineering,03112,"Xavier Institute of Engineering, Mahim, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.03,460,130000,420,20,80.74,48679,77,Civil,81.3,47076,80.5,49137,Increasing: 79.40->80.50->81.30,Medium
817,2024,JEE,CAP Round 2,EWS,Pune University,All India,Engineering,Civil Engineering,06276,"Army Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.29,180,190000,480,6,88.59,137793,63,Civil,94.3,69014,93.5,79644,Increasing: 92.40->93.50->94.30,Low
818,2022,JEE,CAP Round 1,EWS,Pune University,All India,Engineering,Electronics and Telecommunication Engineering,06271,"COEP Technological University, Pune",Govt,Pune,Pune,Maharashtra,A++,3.75,73,55000,720,10,92.16,95347,87,Technology,99.95,813,99.95,2071,Stable: 99.95->99.95->99.95,Low
819,2023,MHT CET,CAP Round 2,VJNT,Pune University,Home University,Engineering,Civil Engineering,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.53,101,120000,660,4,89.35,26836,60,Civil,89.5,26751,88.4,29567,Increasing: 88.40->89.50->90.30,Medium
820,2022,MHT CET,CAP Round 3,OPEN,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06289,"TSSM's Bhivarabai Sawant College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B+,2.69,610,93000,480,19,70.39,74476,78,Technology,75.5,61686,74.7,63621,Increasing: 75.50->76.60->77.40,Low
821,2024,MHT CET,CAP Round 1,VJNT,Mumbai University,Home University,Engineering,Civil Engineering,03121,"Pillai College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.05,410,133000,660,6,78.15,54997,68,Civil,80.3,49635,79.5,51671,Increasing: 78.40->79.50->80.30,Medium
822,2024,MHT CET,CAP Round 1,VJNT,Pune University,All India,Engineering,Chemical Engineering,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.58,101,125000,660,4,98.6,3686,71,Science,95.7,11101,94.9,12911,Increasing: 93.80->94.90->95.70,High
823,2022,MHT CET,CAP Round 2,EWS,Mumbai University,All India,Engineering,Civil Engineering,03111,"Rizvi College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.88,505,130000,480,11,71.41,72001,56,Civil,76.4,59494,75.6,61284,Increasing: 76.40->77.50->78.30,Low
824,2023,JEE,CAP Round 2,EWS,Pune University,Home University,Engineering,Information Technology,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.38,250,145000,720,15,95.46,54691,48,Technology,94.4,68171,93.3,80682,Increasing: 93.30->94.40->95.20,Medium
825,2023,MHT CET,CAP Round 2,VJNT,Pune University,All India,Engineering,Information Technology,06292,"Zeal College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B++,2.77,570,110000,540,7,72.52,69178,85,Technology,75.5,61352,74.4,64075,Increasing: 74.40->75.50->76.30,Medium
826,2024,MHT CET,CAP Round 2,OPEN,Mumbai University,Other University,Engineering,Information Technology,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.67,545,118000,360,15,84.69,38525,82,Technology,83.2,42050,82.4,44484,Increasing: 81.30->82.40->83.20,Medium
827,2022,MHT CET,CAP Round 1,EWS,Pune University,All India,Engineering,Artificial Intelligence and Data Science,06275,"Maharashtra Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.26,230,175000,720,6,93.19,17349,67,Technology,98.0,5194,97.2,7576,Increasing: 98.00->99.10->99.90,Low
828,2023,JEE,CAP Round 2,OPEN,Pune University,Other University,Engineering,Civil Engineering,06271,"COEP Technological University, Pune",Govt,Pune,Pune,Maharashtra,A++,3.74,73,40000,720,32,89.59,126023,62,Civil,97.7,29145,96.6,41433,Increasing: 96.60->97.70->98.50,Low
829,2023,JEE,CAP Round 3,VJNT,Pune University,All India,Engineering,Artificial Intelligence and Data Science,06289,"TSSM's Bhivarabai Sawant College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B+,2.7,610,98000,480,4,75.45,294907,96,Technology,73.2,322661,72.1,336304,Increasing: 72.10->73.20->74.00,Medium
830,2023,MHT CET,CAP Round 1,OBC,Mumbai University,Home University,Engineering,Mechanical Engineering,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.69,545,128000,360,9,78.45,54267,76,Mechanical,75.2,62071,74.1,64945,Increasing: 74.10->75.20->76.00,High
831,2024,MHT CET,CAP Round 3,EWS,Pune University,Other University,Engineering,Mechanical Engineering,06283,"Indira College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B++,2.93,520,100000,540,8,73.56,66397,69,Mechanical,75.7,60922,74.9,63185,Increasing: 73.80->74.90->75.70,Medium
832,2024,JEE,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Civil Engineering,03112,"Xavier Institute of Engineering, Mahim, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,2.99,460,135000,420,9,80.12,240087,58,Civil,79.3,248643,78.5,258926,Increasing: 77.40->78.50->79.30,Medium
833,2024,MHT CET,CAP Round 3,OBC,Mumbai University,All India,Engineering,Electrical Engineering,03104,"K. J. Somaiya College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.29,210,230000,720,17,99.65,1102,74,Technology,93.8,15582,93.0,17875,Increasing: 91.90->93.00->93.80,High
834,2023,JEE,CAP Round 2,EWS,Pune University,Home University,Engineering,Information Technology,06274,"MIT World Peace University School of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.45,199,275000,840,5,96.62,40923,64,Technology,96.9,38403,95.8,51422,Increasing: 95.80->96.90->97.70,Medium
835,2024,JEE,CAP Round 1,ST,Pune University,All India,Engineering,Chemical Engineering,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.53,101,135000,660,4,95.07,59837,51,Science,91.7,99816,90.9,109293,Increasing: 89.80->90.90->91.70,High
836,2023,MHT CET,CAP Round 3,OBC,Pune University,Home University,Engineering,Cyber Security,06289,"TSSM's Bhivarabai Sawant College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B+,2.64,610,103000,480,15,67.22,82219,85,Technology,71.7,71020,70.6,73885,Increasing: 70.60->71.70->72.50,Low
837,2024,JEE,CAP Round 1,OBC,Pune University,Home University,Engineering,Information Technology,06273,"Vishwakarma Institute of Technology, Bibwewadi, Pune",Private,Pune,Pune,Maharashtra,A++,3.64,151,190000,900,26,97.92,25507,95,Technology,99.95,2228,99.95,687,Increasing: 98.90->99.95->99.95,Medium
